fecha,dia_semana,hora,tipo_tramite,personas_en_fila,ventanillas_abiertas,tiempo_espera_min
2026-03-03,Lunes,13,Impuestos,111,2,67.5
2026-03-30,Miércoles,14,Carnet,75,6,28.5
2026-02-21,Lunes,7,Impuestos,10,4,17.5
2026-04-08,Viernes,11,Licencia,81,3,37.0
2026-02-19,Lunes,17,Carnet,17,4,21.25
2026-03-04,Martes,8,Licencia,96,5,30.2
2026-01-25,Lunes,7,Certificado,20,5,21.0
2026-03-24,Lunes,11,Licencia,71,6,30.83
2026-02-13,Lunes,7,Pasaporte,26,2,30.0
2026-04-14,Viernes,17,Pasaporte,38,5,16.6
2026-04-29,Lunes,8,Impuestos,42,3,34.0
2026-04-27,Lunes,16,Pasaporte,7,3,11.33
2026-03-22,Viernes,7,Pasaporte,24,2,31.0
2026-04-17,Jueves,16,Certificado,9,2,12.5
2026-04-13,Jueves,16,Carnet,19,2,20.5
2026-04-14,Viernes,17,Certificado,30,4,15.5
2026-01-18,Miércoles,12,Licencia,87,2,53.5
2026-01-16,Miércoles,11,Certificado,49,5,19.8
2026-01-22,Martes,14,Licencia,91,6,21.17
2026-04-12,Jueves,17,Licencia,29,3,14.67
2026-01-01,Jueves,7,Impuestos,16,2,22.0
2026-03-30,Viernes,9,Impuestos,53,3,30.67
2026-02-22,Viernes,10,Pasaporte,100,3,39.33
2026-04-02,Miércoles,14,Impuestos,138,2,83.0
2026-01-01,Viernes,15,Licencia,20,3,14.67
2026-03-21,Jueves,12,Pasaporte,129,6,33.5
2026-02-05,Jueves,7,Impuestos,17,2,17.5
2026-01-23,Miércoles,9,Carnet,82,2,47.0
2026-01-27,Lunes,13,Licencia,92,4,42.0
2026-04-05,Lunes,7,Impuestos,39,3,23.0
2026-03-07,Viernes,8,Certificado,44,3,33.67
2026-02-11,Lunes,13,Carnet,85,4,33.25
2026-01-30,Jueves,8,Pasaporte,55,5,22.0
2026-01-10,Jueves,14,Pasaporte,134,5,32.8
2026-01-28,Miércoles,16,Pasaporte,34,3,28.33
2026-02-28,Martes,10,Carnet,80,4,33.0
2026-01-17,Lunes,7,Impuestos,8,4,11.0
2026-02-28,Miércoles,13,Certificado,81,4,32.25
2026-01-21,Lunes,17,Impuestos,15,6,14.5
2026-04-20,Jueves,15,Carnet,36,3,32.0
2026-01-02,Jueves,13,Certificado,91,3,45.33
2026-01-29,Jueves,16,Licencia,14,6,7.33
2026-01-06,Viernes,14,Impuestos,124,2,80.0
2026-03-03,Lunes,8,Certificado,68,5,25.6
2026-04-07,Miércoles,7,Carnet,31,3,19.33
2026-01-31,Miércoles,17,Pasaporte,10,2,25.0
2026-04-01,Jueves,14,Impuestos,133,6,27.17
2026-04-09,Miércoles,9,Impuestos,95,5,29.0
2026-04-01,Miércoles,17,Certificado,5,2,19.5
2026-01-05,Lunes,11,Certificado,67,4,27.75
2026-04-23,Lunes,12,Licencia,67,6,27.17
2026-02-19,Miércoles,12,Carnet,119,6,25.83
2026-01-23,Martes,17,Carnet,40,2,31.0
2026-01-31,Martes,15,Carnet,12,5,13.4
2026-02-15,Lunes,11,Licencia,72,5,27.4
2026-02-17,Jueves,12,Certificado,117,5,31.4
2026-03-28,Lunes,15,Pasaporte,23,5,20.6
2026-04-25,Martes,14,Carnet,71,2,52.5
2026-01-10,Martes,8,Impuestos,50,4,20.5
2026-01-20,Jueves,10,Certificado,73,2,50.5
2026-04-30,Jueves,9,Licencia,70,4,35.5
2026-02-07,Viernes,10,Carnet,44,2,34.0
2026-02-22,Viernes,16,Certificado,26,4,26.5
2026-04-18,Viernes,15,Pasaporte,33,5,20.6
2026-04-25,Jueves,11,Carnet,50,4,24.5
2026-02-06,Jueves,7,Pasaporte,14,4,17.5
2026-03-21,Martes,9,Pasaporte,85,6,28.17
2026-04-18,Lunes,17,Licencia,14,3,16.67
2026-02-10,Miércoles,16,Pasaporte,13,5,15.6
2026-01-27,Martes,15,Carnet,7,4,17.75
2026-02-27,Lunes,15,Licencia,15,6,16.5
2026-02-21,Martes,14,Licencia,78,5,30.6
2026-04-05,Jueves,15,Carnet,37,4,23.25
2026-05-01,Miércoles,16,Licencia,14,6,21.33
2026-04-04,Miércoles,14,Licencia,65,3,29.67
2026-02-21,Lunes,16,Carnet,19,5,19.8
2026-01-08,Miércoles,16,Pasaporte,17,6,14.83
2026-01-03,Viernes,8,Impuestos,74,5,21.8
2026-01-25,Miércoles,14,Impuestos,100,6,22.67
2026-01-19,Lunes,13,Carnet,107,5,37.4
2026-02-14,Martes,12,Impuestos,99,5,26.8
2026-04-05,Jueves,13,Impuestos,116,4,39.0
2026-01-18,Miércoles,16,Impuestos,10,3,14.33
2026-04-22,Lunes,15,Licencia,26,2,30.0
2026-02-22,Viernes,17,Impuestos,22,5,14.4
2026-04-01,Jueves,16,Carnet,13,3,14.33
2026-03-12,Jueves,14,Certificado,65,4,30.25
2026-04-05,Martes,14,Carnet,88,2,49.0
2026-02-08,Jueves,17,Pasaporte,35,2,31.5
2026-03-04,Miércoles,17,Impuestos,20,2,18.0
2026-01-09,Viernes,16,Impuestos,28,6,24.67
2026-04-22,Miércoles,11,Certificado,80,5,24.0
2026-04-04,Viernes,16,Licencia,6,4,11.5
2026-01-19,Martes,12,Licencia,119,3,55.67
2026-02-04,Miércoles,12,Carnet,113,4,34.25
2026-03-09,Martes,17,Licencia,9,6,12.5
2026-03-18,Miércoles,9,Carnet,74,4,33.5
2026-03-29,Martes,12,Licencia,72,6,28.0
2026-01-18,Jueves,15,Carnet,23,4,25.75
2026-04-28,Viernes,9,Pasaporte,46,3,24.33
2026-04-17,Jueves,10,Impuestos,90,6,23.0
2026-04-28,Jueves,8,Carnet,47,3,20.67
2026-02-09,Martes,12,Carnet,77,5,30.4
2026-01-04,Martes,8,Carnet,54,3,27.0
2026-01-17,Lunes,10,Licencia,48,2,42.0
2026-01-03,Lunes,14,Licencia,115,2,68.5
2026-04-12,Jueves,17,Licencia,37,6,12.17
2026-04-27,Lunes,11,Licencia,42,2,35.0
2026-04-11,Viernes,8,Pasaporte,98,6,27.33
2026-01-24,Martes,17,Carnet,27,2,20.5
2026-03-16,Viernes,12,Certificado,105,3,47.0
2026-01-09,Viernes,8,Pasaporte,92,6,20.33
2026-04-02,Lunes,10,Pasaporte,58,3,24.33
2026-04-28,Jueves,15,Licencia,35,4,18.75
2026-01-24,Viernes,12,Pasaporte,108,5,32.6
2026-02-22,Jueves,8,Licencia,88,4,30.0
2026-03-08,Viernes,9,Licencia,71,4,31.75
2026-01-11,Miércoles,12,Impuestos,123,2,78.5
2026-03-18,Viernes,11,Impuestos,83,5,28.6
2026-02-07,Miércoles,13,Pasaporte,84,2,62.0
2026-01-02,Jueves,17,Certificado,36,2,35.0
2026-03-26,Jueves,17,Impuestos,10,2,14.0
2026-03-30,Miércoles,16,Pasaporte,11,3,10.67
2026-02-13,Martes,10,Impuestos,78,5,23.6
2026-04-03,Jueves,14,Carnet,95,6,28.83
2026-03-02,Martes,17,Impuestos,30,5,19.0
2026-01-14,Martes,8,Pasaporte,56,5,31.2
2026-01-04,Jueves,8,Licencia,87,2,50.5
2026-01-23,Miércoles,13,Certificado,137,4,43.25
2026-03-21,Jueves,8,Pasaporte,88,2,64.0
2026-02-07,Viernes,17,Carnet,36,5,20.2
2026-04-14,Jueves,15,Licencia,39,2,25.5
2026-02-19,Jueves,14,Licencia,100,5,39.0
2026-01-05,Jueves,9,Impuestos,75,4,28.75
2026-01-18,Lunes,11,Certificado,85,5,37.0
2026-03-28,Jueves,14,Certificado,130,6,41.67
2026-04-20,Miércoles,9,Impuestos,72,2,53.0
2026-03-17,Miércoles,13,Licencia,138,4,48.5
2026-01-04,Miércoles,16,Certificado,7,3,18.33
2026-01-04,Jueves,17,Carnet,26,5,13.2
2026-02-15,Martes,13,Pasaporte,104,2,64.0
2026-03-24,Miércoles,11,Licencia,77,2,45.5
2026-02-13,Lunes,9,Impuestos,41,6,21.83
2026-03-26,Miércoles,13,Licencia,132,6,40.0
2026-03-31,Jueves,14,Certificado,135,2,82.5
2026-02-19,Lunes,12,Pasaporte,133,2,86.5
2026-02-13,Viernes,14,Carnet,124,4,41.0
2026-02-16,Viernes,13,Pasaporte,85,5,24.0
2026-02-06,Martes,11,Certificado,43,4,27.75
2026-04-06,Viernes,8,Carnet,85,6,22.17
2026-02-04,Jueves,8,Pasaporte,76,6,32.67
2026-02-14,Jueves,8,Certificado,81,4,34.25
2026-02-10,Viernes,10,Certificado,66,5,26.2
2026-02-28,Viernes,17,Pasaporte,40,3,18.33
2026-03-15,Viernes,14,Certificado,87,5,30.4
2026-04-20,Miércoles,13,Impuestos,132,2,77.0
2026-01-19,Jueves,10,Carnet,49,4,30.25
2026-04-21,Miércoles,8,Carnet,80,3,44.67
2026-03-24,Jueves,9,Pasaporte,56,6,21.33
2026-01-15,Miércoles,9,Impuestos,52,2,38.0
2026-03-04,Martes,15,Pasaporte,32,5,12.4
2026-02-04,Viernes,9,Pasaporte,41,4,23.25
2026-03-24,Lunes,7,Carnet,36,2,24.0
2026-03-19,Miércoles,11,Licencia,95,2,65.5
2026-02-20,Viernes,9,Certificado,55,2,35.5
2026-04-10,Martes,15,Certificado,21,5,11.2
2026-01-16,Martes,12,Impuestos,102,6,34.0
2026-01-28,Miércoles,9,Impuestos,46,3,26.33
2026-02-22,Jueves,11,Certificado,95,6,21.83
2026-02-17,Jueves,8,Pasaporte,60,6,28.0
2026-02-05,Miércoles,9,Licencia,63,5,28.6
2026-03-24,Miércoles,16,Certificado,7,2,15.5
2026-02-19,Viernes,11,Pasaporte,80,4,28.0
2026-04-20,Miércoles,14,Carnet,109,2,71.5
2026-01-12,Jueves,10,Carnet,59,3,29.67
2026-04-23,Lunes,17,Impuestos,31,2,28.5
2026-03-02,Martes,13,Carnet,102,5,28.4
2026-03-06,Jueves,8,Licencia,62,5,27.4
2026-04-08,Lunes,7,Impuestos,16,5,12.2
2026-01-26,Lunes,17,Pasaporte,24,4,13.0
2026-02-01,Miércoles,15,Impuestos,13,6,20.17
2026-03-03,Miércoles,9,Pasaporte,56,3,33.67
2026-01-11,Jueves,13,Certificado,107,3,52.67
2026-01-29,Lunes,7,Impuestos,6,6,13.0
2026-01-26,Jueves,11,Certificado,84,3,34.0
2026-02-24,Miércoles,16,Pasaporte,21,3,14.0
2026-03-14,Jueves,8,Impuestos,40,6,24.67
2026-01-16,Miércoles,10,Carnet,85,3,39.33
2026-04-06,Martes,14,Certificado,108,3,54.0
2026-01-28,Martes,11,Impuestos,86,3,46.67
2026-04-12,Martes,9,Certificado,41,4,23.25
2026-02-27,Lunes,10,Licencia,63,6,29.5
2026-03-02,Martes,9,Impuestos,95,4,40.75
2026-04-01,Lunes,13,Certificado,136,4,41.0
2026-01-08,Miércoles,7,Certificado,26,3,28.67
2026-05-01,Viernes,17,Certificado,7,2,16.5
2026-02-18,Viernes,11,Licencia,65,4,25.25
2026-03-16,Miércoles,9,Impuestos,56,3,38.67
2026-01-17,Martes,8,Carnet,60,6,28.0
2026-01-15,Miércoles,12,Carnet,65,3,41.67
2026-04-29,Viernes,13,Carnet,96,4,37.0
2026-02-25,Viernes,9,Impuestos,60,5,21.0
2026-01-07,Martes,10,Licencia,49,2,36.5
2026-03-02,Lunes,11,Impuestos,50,5,28.0
2026-01-06,Jueves,14,Impuestos,105,6,37.5
2026-01-15,Martes,9,Carnet,47,4,18.75
2026-01-24,Viernes,9,Certificado,87,6,27.5
2026-01-28,Jueves,16,Licencia,5,6,10.83
2026-02-01,Miércoles,14,Licencia,72,4,23.0
2026-02-20,Martes,12,Licencia,135,2,82.5
2026-01-11,Viernes,14,Licencia,121,5,37.2
2026-02-12,Martes,7,Licencia,33,4,17.25
2026-04-13,Lunes,17,Certificado,23,4,11.75
2026-03-19,Martes,13,Pasaporte,71,5,27.2
2026-04-09,Martes,13,Impuestos,71,2,46.5
2026-04-10,Miércoles,13,Impuestos,96,3,40.0
2026-04-13,Miércoles,13,Licencia,99,6,25.5
2026-04-17,Jueves,12,Impuestos,125,3,61.67
2026-03-02,Lunes,11,Impuestos,76,6,30.67
2026-04-14,Jueves,12,Licencia,138,3,64.0
2026-01-06,Martes,15,Impuestos,26,5,17.2
2026-03-09,Jueves,17,Impuestos,38,2,33.0
2026-01-11,Miércoles,14,Pasaporte,98,3,41.67
2026-03-08,Viernes,13,Licencia,97,6,22.17
2026-04-28,Jueves,7,Licencia,37,2,36.5
2026-03-01,Viernes,17,Licencia,21,4,18.25
2026-04-09,Martes,15,Pasaporte,6,2,22.0
2026-04-18,Miércoles,13,Carnet,65,2,50.5
2026-03-17,Miércoles,14,Pasaporte,117,6,32.5
2026-01-28,Lunes,9,Impuestos,45,6,20.5
2026-03-10,Lunes,7,Pasaporte,5,5,9.0
2026-03-25,Miércoles,14,Certificado,118,5,43.6
2026-04-15,Lunes,16,Pasaporte,28,5,19.6
2026-01-18,Martes,7,Licencia,17,2,13.5
2026-01-27,Viernes,14,Pasaporte,78,3,44.0
2026-01-12,Jueves,11,Impuestos,89,5,26.8
2026-01-03,Jueves,8,Impuestos,50,3,35.67
2026-01-03,Miércoles,14,Certificado,134,3,55.67
2026-04-17,Lunes,13,Impuestos,66,4,21.5
2026-02-23,Lunes,14,Impuestos,134,6,36.33
2026-02-21,Martes,14,Licencia,125,6,40.83
2026-03-09,Viernes,7,Licencia,32,6,20.33
2026-02-04,Jueves,17,Certificado,31,5,14.2
2026-05-01,Lunes,17,Pasaporte,27,5,23.4
2026-02-06,Martes,10,Certificado,70,4,36.5
2026-01-29,Martes,16,Carnet,26,6,23.33
2026-04-03,Martes,13,Certificado,113,4,48.25
2026-01-27,Martes,11,Pasaporte,84,2,62.0
2026-01-26,Jueves,9,Impuestos,78,5,23.6
2026-02-08,Lunes,10,Carnet,53,6,14.83
2026-04-23,Viernes,11,Licencia,62,3,30.67
2026-04-14,Viernes,8,Pasaporte,61,5,20.2
2026-01-16,Miércoles,15,Carnet,19,5,16.8
2026-04-09,Viernes,7,Certificado,40,4,19.0
2026-03-27,Jueves,8,Licencia,85,2,61.5
2026-01-14,Viernes,16,Licencia,11,6,7.83
2026-01-22,Martes,17,Carnet,12,3,20.0
2026-04-01,Martes,14,Carnet,124,5,32.8
2026-02-12,Jueves,9,Licencia,47,3,34.67
2026-02-01,Lunes,14,Carnet,103,4,35.75
2026-02-17,Viernes,13,Impuestos,106,3,44.33
2026-04-11,Jueves,10,Impuestos,48,5,27.6
2026-04-20,Martes,15,Licencia,28,2,33.0
2026-04-02,Miércoles,15,Impuestos,9,2,19.5
2026-04-09,Lunes,9,Pasaporte,67,2,50.5
2026-04-26,Jueves,16,Impuestos,8,6,15.33
2026-04-24,Miércoles,17,Licencia,40,4,25.0
2026-04-16,Jueves,11,Impuestos,97,6,25.17
2026-03-24,Miércoles,10,Impuestos,96,6,35.0
2026-04-10,Lunes,10,Certificado,96,4,31.0
2026-02-12,Martes,13,Licencia,76,6,26.67
2026-03-07,Martes,15,Licencia,24,6,19.0
2026-01-04,Jueves,15,Certificado,21,3,21.0
2026-01-15,Lunes,7,Licencia,28,4,23.0
2026-04-07,Viernes,17,Licencia,12,5,16.4
2026-02-28,Miércoles,12,Carnet,90,6,27.0
2026-02-06,Lunes,17,Carnet,13,5,14.6
2026-03-08,Lunes,16,Pasaporte,17,4,23.25
2026-04-02,Lunes,13,Impuestos,112,2,63.0
2026-04-24,Lunes,9,Carnet,70,3,42.33
2026-03-28,Miércoles,15,Certificado,30,6,22.0
2026-03-05,Jueves,17,Pasaporte,32,5,26.4
2026-01-19,Martes,15,Certificado,13,5,21.6
2026-04-21,Jueves,15,Licencia,12,3,23.0
2026-04-06,Lunes,9,Certificado,100,6,32.67
2026-04-20,Viernes,13,Carnet,74,2,53.0
2026-01-06,Miércoles,15,Carnet,14,2,23.0
2026-02-08,Martes,11,Certificado,71,2,44.5
2026-02-23,Martes,7,Impuestos,24,4,17.0
2026-01-01,Lunes,8,Impuestos,75,4,25.75
2026-03-03,Miércoles,16,Impuestos,24,6,23.0
2026-03-02,Jueves,16,Impuestos,13,3,23.33
2026-01-20,Jueves,12,Pasaporte,71,6,29.83
2026-04-26,Jueves,13,Carnet,103,6,23.17
2026-03-24,Viernes,8,Carnet,95,3,36.67
2026-03-13,Martes,17,Certificado,12,6,9.0
2026-03-11,Jueves,16,Certificado,8,6,12.33
2026-04-25,Lunes,7,Carnet,12,6,12.0
2026-04-11,Lunes,10,Certificado,55,6,28.17
2026-03-19,Jueves,12,Licencia,111,6,24.5
2026-02-13,Viernes,13,Carnet,83,5,21.6
2026-02-18,Viernes,11,Pasaporte,45,2,30.5
2026-02-06,Martes,9,Carnet,51,4,19.75
2026-02-22,Martes,17,Licencia,15,2,22.5
2026-04-02,Miércoles,7,Pasaporte,24,5,12.8
2026-02-22,Lunes,12,Pasaporte,93,5,26.6
2026-01-31,Lunes,16,Carnet,20,5,21.0
2026-01-08,Lunes,12,Impuestos,119,6,37.83
2026-01-04,Viernes,13,Certificado,89,2,57.5
2026-03-28,Miércoles,8,Certificado,55,6,18.17
2026-02-22,Martes,14,Carnet,70,6,22.67
2026-03-11,Viernes,9,Impuestos,90,3,48.0
2026-01-06,Martes,7,Licencia,34,6,19.67
2026-01-08,Jueves,14,Carnet,94,6,28.67
2026-04-18,Lunes,17,Pasaporte,18,6,17.0
2026-04-05,Jueves,15,Licencia,9,4,9.25
2026-04-17,Jueves,9,Pasaporte,86,6,27.33
2026-03-20,Jueves,15,Carnet,25,4,19.25
2026-02-01,Jueves,17,Certificado,25,4,17.25
2026-02-12,Lunes,7,Licencia,13,2,26.5
2026-03-28,Jueves,9,Certificado,66,6,31.0
2026-01-11,Jueves,17,Licencia,9,6,6.5
2026-02-15,Martes,13,Licencia,136,4,51.0
2026-01-16,Lunes,14,Pasaporte,107,3,54.67
2026-04-06,Lunes,7,Certificado,22,4,16.5
2026-03-22,Jueves,11,Carnet,91,3,42.33
2026-01-05,Lunes,11,Pasaporte,71,6,22.83
2026-04-16,Viernes,17,Certificado,30,2,28.0
2026-03-05,Lunes,9,Certificado,75,3,35.0
2026-01-17,Viernes,8,Carnet,48,4,24.0
2026-01-25,Viernes,17,Impuestos,6,6,14.0
2026-01-01,Jueves,13,Carnet,66,4,34.5
2026-01-16,Miércoles,17,Certificado,38,5,27.6
2026-04-08,Jueves,7,Certificado,19,2,22.5
2026-02-27,Miércoles,12,Licencia,60,5,23.0
2026-04-23,Lunes,16,Pasaporte,6,3,20.0
2026-01-26,Lunes,9,Licencia,61,4,22.25
2026-03-03,Miércoles,13,Pasaporte,63,6,25.5
2026-01-14,Miércoles,14,Certificado,90,4,28.5
2026-04-12,Lunes,10,Impuestos,100,2,69.0
2026-03-16,Jueves,8,Carnet,45,2,28.5
2026-04-24,Jueves,8,Licencia,90,3,36.0
2026-02-08,Lunes,16,Certificado,32,2,24.0
2026-01-07,Lunes,11,Certificado,94,5,35.8
2026-04-07,Jueves,13,Impuestos,89,6,19.83
2026-03-01,Miércoles,13,Licencia,139,6,31.17
2026-02-28,Lunes,15,Licencia,26,6,15.33
2026-01-02,Viernes,16,Pasaporte,9,6,12.5
2026-03-23,Jueves,15,Certificado,21,4,23.25
2026-02-26,Lunes,9,Pasaporte,55,3,24.33
2026-02-09,Miércoles,16,Certificado,32,6,21.33
2026-04-24,Miércoles,15,Certificado,14,3,24.67
2026-02-13,Lunes,11,Pasaporte,63,2,40.5
2026-03-06,Martes,15,Pasaporte,8,5,17.6
2026-03-23,Martes,10,Impuestos,90,2,60.0
2026-03-30,Viernes,14,Carnet,136,4,49.0
2026-02-23,Lunes,12,Impuestos,80,2,59.0
2026-01-29,Viernes,7,Pasaporte,19,3,25.33
2026-01-31,Jueves,14,Pasaporte,102,5,31.4
2026-04-16,Miércoles,7,Licencia,28,2,21.0
2026-03-13,Martes,8,Certificado,49,4,31.25
2026-04-27,Martes,12,Carnet,65,2,43.5
2026-01-23,Miércoles,10,Certificado,96,4,34.0
2026-02-01,Miércoles,9,Licencia,52,2,36.0
2026-01-03,Miércoles,17,Pasaporte,13,5,10.6
2026-02-09,Martes,14,Certificado,90,4,38.5
2026-04-13,Martes,16,Pasaporte,32,2,24.0
2026-04-12,Miércoles,10,Carnet,52,6,25.67
2026-03-18,Viernes,13,Carnet,91,2,56.5
2026-04-12,Miércoles,9,Pasaporte,60,3,26.0
2026-04-19,Jueves,15,Certificado,36,3,19.0
2026-01-09,Jueves,9,Certificado,72,5,30.4
2026-03-01,Jueves,9,Impuestos,60,4,35.0
2026-02-04,Martes,16,Pasaporte,30,6,11.0
2026-04-25,Martes,10,Carnet,68,3,39.67
2026-02-24,Miércoles,13,Certificado,133,3,60.33
2026-01-11,Jueves,9,Certificado,88,2,58.0
2026-02-15,Viernes,10,Certificado,77,2,57.5
2026-02-13,Jueves,13,Carnet,117,5,41.4
2026-04-13,Lunes,14,Pasaporte,100,4,42.0
2026-02-26,Lunes,10,Carnet,56,2,44.0
2026-04-18,Miércoles,15,Pasaporte,37,6,13.17
2026-01-13,Viernes,8,Pasaporte,44,4,17.0
2026-02-12,Miércoles,10,Carnet,83,4,33.75
2026-01-25,Lunes,16,Carnet,13,6,15.17
2026-02-06,Jueves,12,Certificado,111,5,27.2
2026-04-08,Martes,9,Pasaporte,95,5,31.0
2026-03-02,Jueves,10,Carnet,73,6,31.17
2026-04-12,Jueves,8,Pasaporte,60,3,38.0
2026-02-26,Martes,14,Certificado,131,2,81.5
2026-04-22,Miércoles,9,Carnet,59,2,49.5
2026-01-29,Miércoles,13,Certificado,114,5,36.8
2026-01-03,Miércoles,16,Certificado,7,3,11.33
2026-03-22,Jueves,16,Licencia,30,5,17.0
2026-03-10,Miércoles,13,Certificado,84,5,24.8
2026-02-27,Lunes,17,Certificado,24,2,22.0
2026-01-23,Martes,7,Licencia,36,2,28.0
2026-04-27,Miércoles,13,Certificado,96,3,44.0
2026-01-09,Martes,14,Carnet,67,4,21.75
2026-04-21,Martes,13,Certificado,110,3,44.67
2026-02-23,Martes,14,Pasaporte,68,5,24.6
2026-02-09,Viernes,13,Pasaporte,120,3,54.0
2026-03-06,Lunes,17,Pasaporte,34,4,19.5
2026-02-27,Viernes,8,Carnet,92,5,30.4
2026-04-27,Viernes,16,Licencia,36,5,26.2
2026-04-05,Miércoles,8,Impuestos,58,5,27.6
2026-03-20,Viernes,9,Impuestos,66,3,32.0
2026-02-28,Jueves,13,Licencia,83,6,21.83
2026-01-31,Lunes,9,Pasaporte,57,6,23.5
2026-04-27,Miércoles,14,Licencia,112,6,26.67
2026-04-07,Jueves,8,Pasaporte,72,4,36.0
2026-02-02,Lunes,10,Licencia,72,2,55.0
2026-03-23,Jueves,17,Pasaporte,34,5,21.8
2026-02-20,Martes,7,Carnet,5,4,9.25
2026-03-27,Lunes,14,Certificado,122,5,31.4
2026-03-26,Jueves,10,Carnet,85,5,26.0
2026-04-18,Martes,9,Carnet,50,2,33.0
2026-01-16,Lunes,15,Carnet,30,3,17.0
2026-01-20,Lunes,14,Certificado,105,3,46.0
2026-01-28,Jueves,14,Carnet,66,6,19.0
2026-02-26,Martes,7,Pasaporte,5,2,19.5
2026-02-17,Jueves,10,Licencia,52,2,31.0
2026-01-02,Lunes,12,Pasaporte,84,2,54.0
2026-04-03,Miércoles,9,Carnet,42,5,16.4
2026-03-13,Viernes,17,Impuestos,17,6,13.83
2026-05-01,Lunes,13,Carnet,75,3,36.0
2026-02-11,Lunes,9,Impuestos,40,5,23.0
2026-01-28,Viernes,14,Carnet,88,2,57.0
2026-01-06,Miércoles,8,Certificado,96,3,50.0
2026-03-05,Miércoles,8,Licencia,85,6,24.17
2026-03-18,Miércoles,12,Pasaporte,140,5,37.0
2026-03-23,Lunes,12,Certificado,121,2,75.5
2026-04-27,Viernes,16,Certificado,33,5,18.6
2026-04-01,Miércoles,7,Pasaporte,19,2,17.5
2026-04-05,Lunes,13,Pasaporte,91,6,22.17
2026-02-17,Jueves,14,Pasaporte,97,3,41.33
2026-03-24,Miércoles,7,Pasaporte,20,6,22.33
2026-02-05,Miércoles,12,Licencia,65,6,28.83
2026-01-30,Viernes,12,Licencia,103,3,45.33
2026-04-27,Viernes,17,Carnet,20,3,23.67
2026-01-24,Jueves,14,Licencia,140,2,77.0
2026-01-25,Lunes,7,Pasaporte,14,3,13.67
2026-03-17,Jueves,15,Impuestos,18,3,13.0
2026-02-09,Jueves,9,Pasaporte,86,3,40.67
2026-03-19,Martes,10,Carnet,59,4,33.75
2026-04-21,Jueves,14,Pasaporte,70,4,34.5
2026-03-02,Martes,14,Impuestos,114,6,37.0
2026-01-03,Viernes,13,Certificado,114,2,71.0
2026-01-20,Jueves,15,Carnet,16,4,21.0
2026-02-28,Lunes,11,Carnet,64,6,30.67
2026-01-18,Lunes,14,Licencia,85,3,39.33
2026-04-21,Jueves,15,Impuestos,28,5,22.6
2026-04-06,Viernes,12,Licencia,109,5,35.8
2026-02-22,Martes,7,Impuestos,12,5,12.4
2026-02-02,Lunes,12,Impuestos,125,5,41.0
2026-04-29,Lunes,13,Carnet,91,3,50.33
2026-03-22,Viernes,17,Impuestos,6,3,15.0
2026-05-01,Viernes,17,Certificado,14,4,15.5
2026-03-26,Jueves,9,Impuestos,40,2,27.0
2026-04-01,Jueves,16,Pasaporte,10,6,12.67
2026-04-17,Viernes,13,Carnet,92,4,40.0
2026-04-04,Martes,13,Carnet,71,2,51.5
2026-04-06,Lunes,10,Pasaporte,99,5,33.8
2026-04-15,Jueves,14,Certificado,60,2,37.0
2026-02-23,Martes,17,Carnet,23,5,14.6
2026-01-24,Viernes,9,Licencia,52,5,20.4
2026-02-27,Lunes,16,Pasaporte,18,3,17.0
2026-04-14,Viernes,10,Licencia,56,5,30.2
2026-04-22,Lunes,17,Impuestos,15,2,21.5
2026-01-16,Viernes,11,Pasaporte,44,4,16.0
2026-03-03,Miércoles,14,Licencia,72,2,42.0
2026-03-27,Viernes,16,Licencia,7,2,14.5
2026-02-18,Jueves,16,Carnet,38,4,29.5
2026-03-19,Miércoles,13,Pasaporte,103,4,40.75
2026-05-01,Miércoles,12,Carnet,111,5,28.2
2026-04-14,Martes,8,Licencia,40,5,25.0
2026-03-19,Martes,8,Carnet,95,6,28.83
2026-02-27,Martes,16,Licencia,35,6,23.83
2026-03-23,Miércoles,12,Impuestos,62,4,21.5
2026-01-30,Miércoles,16,Impuestos,36,5,14.2
2026-05-01,Viernes,14,Pasaporte,72,5,28.4
2026-04-02,Martes,9,Impuestos,95,6,21.83
2026-04-12,Martes,8,Impuestos,59,6,28.83
2026-01-15,Martes,14,Pasaporte,129,3,55.0
2026-04-07,Lunes,17,Pasaporte,10,2,23.0
2026-04-29,Miércoles,12,Impuestos,109,4,39.25
2026-04-25,Lunes,17,Carnet,12,3,24.0
2026-04-22,Miércoles,10,Impuestos,99,6,23.5
2026-04-27,Martes,13,Carnet,131,5,38.2
2026-01-15,Miércoles,11,Certificado,45,2,29.5
2026-04-30,Martes,10,Carnet,87,2,59.5
2026-02-18,Viernes,16,Certificado,5,4,7.25
2026-01-25,Martes,13,Certificado,114,4,44.5
2026-03-26,Lunes,16,Certificado,19,2,26.5
2026-04-20,Martes,14,Impuestos,100,3,47.33
2026-03-29,Martes,14,Licencia,78,6,27.0
2026-03-18,Miércoles,12,Certificado,99,6,24.5
2026-03-03,Jueves,17,Licencia,18,5,17.6
2026-04-14,Lunes,12,Pasaporte,79,3,38.33
2026-04-20,Lunes,14,Certificado,110,4,37.5
2026-02-20,Jueves,12,Impuestos,114,5,38.8
2026-01-10,Viernes,15,Impuestos,23,4,16.75
2026-01-13,Miércoles,9,Impuestos,60,6,16.0
2026-03-25,Jueves,9,Carnet,76,3,44.33
2026-04-25,Lunes,9,Carnet,53,3,28.67
